Topic,Company,Problem Name,Difficulty,Link,Video,Code
array,accenture,Maximum Subarray,M 2.09,https://leetcode.com/problems/maximum-subarray,https://www.youtube.com/watch?v=5WZl3MMT0Eg,https://github.com/neetcode-gh/leetcode/blob/main/python/0053-maximum-subarray.py
array,accenture,Koko Eating Bananas,M 1.81,https://leetcode.com/problems/koko-eating-bananas,https://www.youtube.com/watch?v=U2SozAs9RzA,https://github.com/neetcode-gh/leetcode/blob/main/python/0875-koko-eating-bananas.py
array,accenture,Container With Most Water,M 1.48,https://leetcode.com/problems/container-with-most-water,https://www.youtube.com/watch?v=UuiTKBwPgAo,https://github.com/neetcode-gh/leetcode/blob/main/python/0011-container-with-most-water.py
array,accenture,Product of Array Except Self,M 1.36,https://leetcode.com/problems/product-of-array-except-self,https://www.youtube.com/watch?v=bNvIQI2wAjk,https://github.com/neetcode-gh/leetcode/blob/main/python/0238-product-of-array-except-self.py
array,accenture,Coin Change,M 1.12,https://leetcode.com/problems/coin-change,https://www.youtube.com/watch?v=H9bfqozjoqs,https://github.com/neetcode-gh/leetcode/blob/main/python/0322-coin-change.py
array,accenture,Daily Temperatures,M 0.95,https://leetcode.com/problems/daily-temperatures,https://www.youtube.com/watch?v=cTBiBSnjO3c,https://github.com/neetcode-gh/leetcode/blob/main/python/0739-daily-temperatures.py
array,accenture,Rotate Array,M 0.84,https://leetcode.com/problems/rotate-array,https://www.youtube.com/watch?v=BHr381Guz3Y,https://github.com/neetcode-gh/leetcode/blob/main/python/0189-rotate-array.py
array,accenture,Largest Number,M 0.82,https://leetcode.com/problems/largest-number,https://www.youtube.com/watch?v=WDx6Y4i4xJ8,https://github.com/neetcode-gh/leetcode/blob/main/python/0179-largest-number.py
array,accenture,Maximum Width Ramp,M 0.43,https://leetcode.com/problems/maximum-width-ramp,,
array,accenture,Delete and Earn,M 0.30,https://leetcode.com/problems/delete-and-earn,https://www.youtube.com/watch?v=7FCemBxvGw0,https://github.com/neetcode-gh/leetcode/blob/main/python/0740-delete-and-earn.py
array,accenture,Find the Winner of the Circular Game,M 0.28,https://leetcode.com/problems/find-the-winner-of-the-circular-game,,
array,accenture,01 Matrix,M 0.21,https://leetcode.com/problems/01-matrix,,
array,accenture,Maximum Number of Moves in a Grid,M 0.04,https://leetcode.com/problems/maximum-number-of-moves-in-a-grid,,
array,adobe,Group Anagrams,M 3.18,https://leetcode.com/problems/group-anagrams,https://www.youtube.com/watch?v=vzdNOK2oB2E,https://github.com/neetcode-gh/leetcode/blob/main/python/0049-group-anagrams.py
array,adobe,Random Pick with Weight,M 2.86,https://leetcode.com/problems/random-pick-with-weight,,
array,adobe,Median of Two Sorted Arrays,H 2.00,https://leetcode.com/problems/median-of-two-sorted-arrays,https://www.youtube.com/watch?v=q6IEA26hvXc,https://github.com/neetcode-gh/leetcode/blob/main/python/0004-median-of-two-sorted-arrays.py
array,adobe,Next Permutation,M 1.74,https://leetcode.com/problems/next-permutation,,
array,adobe,Gas Station,M 0.56,https://leetcode.com/problems/gas-station,https://www.youtube.com/watch?v=lJwbPZGo05A,https://github.com/neetcode-gh/leetcode/blob/main/python/0134-gas-station.py
array,adobe,Minimum Processing Time,M 0.09,https://leetcode.com/problems/minimum-processing-time,,
array,affirm,Group Anagrams,M 3.18,https://leetcode.com/problems/group-anagrams,https://www.youtube.com/watch?v=vzdNOK2oB2E,https://github.com/neetcode-gh/leetcode/blob/main/python/0049-group-anagrams.py
array,affirm,Coin Change,M 1.12,https://leetcode.com/problems/coin-change,https://www.youtube.com/watch?v=H9bfqozjoqs,https://github.com/neetcode-gh/leetcode/blob/main/python/0322-coin-change.py
array,affirm,Design Hit Counter,M 0.65,https://leetcode.com/problems/design-hit-counter,,
array,affirm,6 Shortest Uncommon Substring in an Array,M 0.13,https://leetcode.com/problems/shortest-uncommon-substring-in-an-array,,
array,agoda,3Sum,M 2.19,https://leetcode.com/problems/3sum,https://www.youtube.com/watch?v=jzZsG8n2R9A,https://github.com/neetcode-gh/leetcode/blob/main/python/0015-3sum.py
array,agoda,Daily Temperatures,M 0.95,https://leetcode.com/problems/daily-temperatures,https://www.youtube.com/watch?v=cTBiBSnjO3c,https://github.com/neetcode-gh/leetcode/blob/main/python/0739-daily-temperatures.py
array,agoda,Capacity To Ship Packages Within D Days,M 0.67,https://leetcode.com/problems/capacity-to-ship-packages-within-d-days,https://www.youtube.com/watch?v=ER_oLmdc-nw,https://github.com/neetcode-gh/leetcode/blob/main/python/1011-capacity-to-ship-packages-within-d-days.py
array,agoda,Unique Paths II,M 0.36,https://leetcode.com/problems/unique-paths-ii,https://www.youtube.com/watch?v=d3UOz7zdE4I,https://github.com/neetcode-gh/leetcode/blob/main/python/0063-unique-paths-ii.py
array,airbnb,Text Justification,H 1.46,https://leetcode.com/problems/text-justification,https://www.youtube.com/watch?v=TzMl4Z7pVh8,https://github.com/neetcode-gh/leetcode/blob/main/python/0068-text-justification.py
array,airbnb,Maximum Profit in Job Scheduling,H 0.82,https://leetcode.com/problems/maximum-profit-in-job-scheduling,,
array,airbnb,Combination Sum,M 0.75,https://leetcode.com/problems/combination-sum,https://www.youtube.com/watch?v=GBKI9VSKdGg,https://github.com/neetcode-gh/leetcode/blob/main/python/0039-combination-sum.py
array,airbnb,Palindrome Pairs,H 0.13,https://leetcode.com/problems/palindrome-pairs,,
array,airbnb,Smallest Common Region,M 0.09,https://leetcode.com/problems/smallest-common-region,,
array,airbnb,Pour Water,M 0.06,https://leetcode.com/problems/pour-water,,
array,airbnb,Flatten 2D Vector,M 0.06,https://leetcode.com/problems/flatten-2d-vector,,
array,amazon,Number of Islands,M 4.95,https://leetcode.com/problems/number-of-islands,https://www.youtube.com/watch?v=pV2kpPD66nE,https://github.com/neetcode-gh/leetcode/blob/main/python/0200-number-of-islands.py
array,amazon,Merge Intervals,M 4.84,https://leetcode.com/problems/merge-intervals,t,h
array,amazon,Trapping Rain Water,H 3.91,https://leetcode.com/problems/trapping-rain-water,https://www.youtube.com/watch?v=ZI2z5pq0TqA,https://github.com/neetcode-gh/leetcode/blob/main/python/0042-trapping-rain-water.py
array,amazon,Kth Largest Element in an Array,M 3.81,https://leetcode.com/problems/kth-largest-element-in-an-array,https://www.youtube.com/watch?v=XEmy13g1Qxc,https://github.com/neetcode-gh/leetcode/blob/main/python/0215-kth-largest-element-in-an-array.py
array,amazon,Group Anagrams,M 3.18,https://leetcode.com/problems/group-anagrams,https://www.youtube.com/watch?v=vzdNOK2oB2E,https://github.com/neetcode-gh/leetcode/blob/main/python/0049-group-anagrams.py
array,amazon,Find Peak Element,M 2.86,https://leetcode.com/problems/find-peak-element,https://www.youtube.com/watch?v=kMzJy9es7Hc,https://github.com/neetcode-gh/leetcode/blob/main/python/0162-find-peak-element.py
array,amazon,Random Pick with Weight,M 2.86,https://leetcode.com/problems/random-pick-with-weight,,
array,amazon,Top K Frequent Elements,M 2.80,https://leetcode.com/problems/top-k-frequent-elements,https://www.youtube.com/watch?v=YPTqKIgVk-k,https://github.com/neetcode-gh/leetcode/blob/main/python/0347-top-k-frequent-elements.py
array,amazon,Subarray Sum Equals K,M 2.67,https://leetcode.com/problems/subarray-sum-equals-k,https://www.youtube.com/watch?v=fFVZt-6sgyo,https://github.com/neetcode-gh/leetcode/blob/main/python/0560-subarray-sum-equals-k.py
array,amazon,3Sum,M 2.19,https://leetcode.com/problems/3sum,https://www.youtube.com/watch?v=jzZsG8n2R9A,https://github.com/neetcode-gh/leetcode/blob/main/python/0015-3sum.py
array,amazon,Meeting Rooms II,M 2.13,https://leetcode.com/problems/meeting-rooms-ii,https://www.youtube.com/watch?v=FdzJmTCVyJU,https://github.com/neetcode-gh/leetcode/blob/main/python/0253-meeting-rooms-ii.py
array,amazon,Maximum Subarray,M 2.09,https://leetcode.com/problems/maximum-subarray,https://www.youtube.com/watch?v=5WZl3MMT0Eg,https://github.com/neetcode-gh/leetcode/blob/main/python/0053-maximum-subarray.py
array,amazon,House Robber,M 2.04,https://leetcode.com/problems/house-robber,https://www.youtube.com/watch?v=73r3KWiEvyk,https://github.com/neetcode-gh/leetcode/blob/main/python/0198-house-robber.py
array,amazon,Median of Two Sorted Arrays,H 2.00,https://leetcode.com/problems/median-of-two-sorted-arrays,https://www.youtube.com/watch?v=q6IEA26hvXc,https://github.com/neetcode-gh/leetcode/blob/main/python/0004-median-of-two-sorted-arrays.py
array,amazon,Spiral Matrix,M 1.98,https://leetcode.com/problems/spiral-matrix,https://www.youtube.com/watch?v=BJnMZNwUk1M,https://github.com/neetcode-gh/leetcode/blob/main/python/0054-spiral-matrix.py
array,amazon,Koko Eating Bananas,M 1.81,https://leetcode.com/problems/koko-eating-bananas,https://www.youtube.com/watch?v=U2SozAs9RzA,https://github.com/neetcode-gh/leetcode/blob/main/python/0875-koko-eating-bananas.py
array,amazon,Dot Product of Two Sparse Vectors,M 1.81,https://leetcode.com/problems/dot-product-of-two-sparse-vectors,,
array,amazon,Jump Game,M 1.79,https://leetcode.com/problems/jump-game,https://www.youtube.com/watch?v=Yan0cv2cLy8,https://github.com/neetcode-gh/leetcode/blob/main/python/0055-jump-game.py
array,amazon,Shortest Path in Binary Matrix,M 1.78,https://leetcode.com/problems/shortest-path-in-binary-matrix,https://www.youtube.com/watch?v=YnxUdAO7TAo,https://github.com/neetcode-gh/leetcode/blob/main/python/1091-shortest-path-in-binary-matrix.py
array,amazon,Max Consecutive Ones III,M 1.76,https://leetcode.com/problems/max-consecutive-ones-iii,,
array,amazon,Next Permutation,M 1.74,https://leetcode.com/problems/next-permutation,,
array,amazon,Rotate Image,M 1.64,https://leetcode.com/problems/rotate-image,https://www.youtube.com/watch?v=fMSJSS7eO1w,https://github.com/neetcode-gh/leetcode/blob/main/python/0048-rotate-image.py
array,amazon,Longest Consecutive Sequence,M 1.51,https://leetcode.com/problems/longest-consecutive-sequence,https://www.youtube.com/watch?v=P6RZZMu_maU,https://github.com/neetcode-gh/leetcode/blob/main/python/0128-longest-consecutive-sequence.py
array,amazon,K Closest Points to Origin,M 1.51,https://leetcode.com/problems/k-closest-points-to-origin,https://www.youtube.com/watch?v=rI2EBUEMfTk,https://github.com/neetcode-gh/leetcode/blob/main/python/0973-k-closest-points-to-origin.py
array,amazon,Container With Most Water,M 1.48,https://leetcode.com/problems/container-with-most-water,https://www.youtube.com/watch?v=UuiTKBwPgAo,https://github.com/neetcode-gh/leetcode/blob/main/python/0011-container-with-most-water.py
array,amazon,Rotting Oranges,M 1.46,https://leetcode.com/problems/rotting-oranges,https://www.youtube.com/watch?v=y704fEOx0s0,https://github.com/neetcode-gh/leetcode/blob/main/python/0994-rotting-oranges.py
array,amazon,Text Justification,H 1.46,https://leetcode.com/problems/text-justification,https://www.youtube.com/watch?v=TzMl4Z7pVh8,https://github.com/neetcode-gh/leetcode/blob/main/python/0068-text-justification.py
array,amazon,Word Search,M 1.46,https://leetcode.com/problems/word-search,https://www.youtube.com/watch?v=pfiQ_PS1g8E,https://github.com/neetcode-gh/leetcode/blob/main/python/0079-word-search.py
array,amazon,Search in Rotated Sorted Array,M 1.44,https://leetcode.com/problems/search-in-rotated-sorted-array,https://www.youtube.com/watch?v=U8XENwh8Oy8,https://github.com/neetcode-gh/leetcode/blob/main/python/0033-search-in-rotated-sorted-array.py
array,amazon,Find First and Last Position of Element in Sorted Array,M 1.44,https://leetcode.com/problems/find-first-and-last-position-of-element-in-sorted-array,t,h
array,amazon,Task Scheduler,M 1.40,https://leetcode.com/problems/task-scheduler,https://www.youtube.com/watch?v=s8p8ukTyA2I,https://github.com/neetcode-gh/leetcode/blob/main/python/0621-task-scheduler.py
array,amazon,Product of Array Except Self,M 1.36,https://leetcode.com/problems/product-of-array-except-self,https://www.youtube.com/watch?v=bNvIQI2wAjk,https://github.com/neetcode-gh/leetcode/blob/main/python/0238-product-of-array-except-self.py
array,amazon,Word Break,M 1.33,https://leetcode.com/problems/word-break,https://www.youtube.com/watch?v=Sx9NNgInc3A,https://github.com/neetcode-gh/leetcode/blob/main/python/0139-word-break.py
array,amazon,Coin Change,M 1.12,https://leetcode.com/problems/coin-change,https://www.youtube.com/watch?v=H9bfqozjoqs,https://github.com/neetcode-gh/leetcode/blob/main/python/0322-coin-change.py
array,amazon,Walls and Gates,M 1.03,https://leetcode.com/problems/walls-and-gates,https://www.youtube.com/watch?v=e69C6xhiSQE,https://github.com/neetcode-gh/leetcode/blob/main/python/0286-walls-and-gates.py
array,amazon,Longest Increasing Subsequence,M 0.99,https://leetcode.com/problems/longest-increasing-subsequence,https://www.youtube.com/watch?v=cjWnW0hdF1Y,https://github.com/neetcode-gh/leetcode/blob/main/python/0300-longest-increasing-subsequence.py
array,amazon,Subsets,M 0.95,https://leetcode.com/problems/subsets,https://www.youtube.com/watch?v=Vn2v6ajA7U0,https://github.com/neetcode-gh/leetcode/blob/main/python/0078-subsets.py
array,amazon,Daily Temperatures,M 0.95,https://leetcode.com/problems/daily-temperatures,https://www.youtube.com/watch?v=cTBiBSnjO3c,https://github.com/neetcode-gh/leetcode/blob/main/python/0739-daily-temperatures.py
array,amazon,Sliding Window Maximum,H 0.95,https://leetcode.com/problems/sliding-window-maximum,https://www.youtube.com/watch?v=DfljaUwZsOk,https://github.com/neetcode-gh/leetcode/blob/main/python/0239-sliding-window-maximum.py
array,amazon,Best Time to Buy and Sell Stock II,M 0.92,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-ii,t,h
array,amazon,Find K Closest Elements,M 0.92,https://leetcode.com/problems/find-k-closest-elements,https://www.youtube.com/watch?v=o-YDQzHoaKM,https://github.com/neetcode-gh/leetcode/blob/main/python/0658-find-k-closest-elements.py
array,amazon,Accounts Merge,M 0.86,https://leetcode.com/problems/accounts-merge,https://www.youtube.com/watch?v=6st4IxEF-90,https://github.com/neetcode-gh/leetcode/blob/main/python/0721-accounts-merge.py
array,amazon,Sort Colors,M 0.86,https://leetcode.com/problems/sort-colors,https://www.youtube.com/watch?v=4xbWSRZHqac,https://github.com/neetcode-gh/leetcode/blob/main/python/0075-sort-colors.py
array,amazon,Rotate Array,M 0.84,https://leetcode.com/problems/rotate-array,https://www.youtube.com/watch?v=BHr381Guz3Y,https://github.com/neetcode-gh/leetcode/blob/main/python/0189-rotate-array.py
array,amazon,Largest Rectangle in Histogram,H 0.84,https://leetcode.com/problems/largest-rectangle-in-histogram,https://www.youtube.com/watch?v=zx5Sw9130L0,https://github.com/neetcode-gh/leetcode/blob/main/python/0084-largest-rectangle-in-histogram.py
array,amazon,First Missing Positive,H 0.84,https://leetcode.com/problems/first-missing-positive,https://www.youtube.com/watch?v=8g78yfzMlao,https://github.com/neetcode-gh/leetcode/blob/main/python/0041-first-missing-positive.py
array,amazon,Maximum Profit in Job Scheduling,H 0.82,https://leetcode.com/problems/maximum-profit-in-job-scheduling,,
array,amazon,Largest Number,M 0.82,https://leetcode.com/problems/largest-number,https://www.youtube.com/watch?v=WDx6Y4i4xJ8,https://github.com/neetcode-gh/leetcode/blob/main/python/0179-largest-number.py
array,amazon,Identify the Largest Outlier in an Array,M 0.79,https://leetcode.com/problems/identify-the-largest-outlier-in-an-array,,
array,amazon,Design Tic-Tac-Toe,M 0.77,https://leetcode.com/problems/design-tic-tac-toe,,
array,amazon,Making A Large Island,H 0.77,https://leetcode.com/problems/making-a-large-island,,
array,amazon,Combination Sum,M 0.75,https://leetcode.com/problems/combination-sum,https://www.youtube.com/watch?v=GBKI9VSKdGg,https://github.com/neetcode-gh/leetcode/blob/main/python/0039-combination-sum.py
array,amazon,Alien Dictionary,H 0.73,https://leetcode.com/problems/alien-dictionary,https://www.youtube.com/watch?v=OVgPAJIyX6o,https://github.com/neetcode-gh/leetcode/blob/main/python/0269-alien-dictionary.py
array,amazon,Word Search II,H 0.71,https://leetcode.com/problems/word-search-ii,https://www.youtube.com/watch?v=asbcE9mZz_U,https://github.com/neetcode-gh/leetcode/blob/main/python/0212-word-search-ii.py
array,amazon,Maximum Product Subarray,M 0.69,https://leetcode.com/problems/maximum-product-subarray,https://www.youtube.com/watch?v=lXVy6YWFcRM,https://github.com/neetcode-gh/leetcode/blob/main/python/0152-maximum-product-subarray.py
array,amazon,Jump Game II,M 0.69,https://leetcode.com/problems/jump-game-ii,https://www.youtube.com/watch?v=dJ7sWiOoK7g,https://github.com/neetcode-gh/leetcode/blob/main/python/0045-jump-game-ii.py
array,amazon,Asteroid Collision,M 0.67,https://leetcode.com/problems/asteroid-collision,https://www.youtube.com/watch?v=LN7KjRszjk4,https://github.com/neetcode-gh/leetcode/blob/main/python/0735-asteroid-collision.py
array,amazon,Valid Sudoku,M 0.67,https://leetcode.com/problems/valid-sudoku,https://www.youtube.com/watch?v=TjFXEUCMqI8,https://github.com/neetcode-gh/leetcode/blob/main/python/0036-valid-sudoku.py
array,amazon,Word Break II,H 0.67,https://leetcode.com/problems/word-break-ii,,
array,amazon,Capacity To Ship Packages Within D Days,M 0.67,https://leetcode.com/problems/capacity-to-ship-packages-within-d-days,https://www.youtube.com/watch?v=ER_oLmdc-nw,https://github.com/neetcode-gh/leetcode/blob/main/python/1011-capacity-to-ship-packages-within-d-days.py
array,amazon,4Sum,M 0.64,https://leetcode.com/problems/4sum,https://www.youtube.com/watch?v=EYeR-_1NRlQ,https://github.com/neetcode-gh/leetcode/blob/main/python/0018-4sum.py
array,amazon,Search Suggestions System,M 0.64,https://leetcode.com/problems/search-suggestions-system,,
array,amazon,Permutations,M 0.64,https://leetcode.com/problems/permutations,https://www.youtube.com/watch?v=s7AvT7cGdSo,https://github.com/neetcode-gh/leetcode/blob/main/python/0046-permutations.py
array,amazon,Candy,H 0.60,https://leetcode.com/problems/candy,,
array,amazon,Max Area of Island,M 0.58,https://leetcode.com/problems/max-area-of-island,https://www.youtube.com/watch?v=iJGr1OtmH0c,https://github.com/neetcode-gh/leetcode/blob/main/python/0695-max-area-of-island.py
array,amazon,Combination Sum II,M 0.58,https://leetcode.com/problems/combination-sum-ii,https://www.youtube.com/watch?v=rSA3t6BDDwg,https://github.com/neetcode-gh/leetcode/blob/main/python/0040-combination-sum-ii.py
array,amazon,Gas Station,M 0.56,https://leetcode.com/problems/gas-station,https://www.youtube.com/watch?v=lJwbPZGo05A,https://github.com/neetcode-gh/leetcode/blob/main/python/0134-gas-station.py
array,amazon,Find Minimum in Rotated Sorted Array,M 0.56,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array,https://www.youtube.com/watch?v=nIVW4P8b1VA,https://github.com/neetcode-gh/leetcode/blob/main/python/0153-find-minimum-in-rotated-sorted-array.py
array,amazon,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,M 0.54,https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit,,
array,amazon,Evaluate Division,M 0.52,https://leetcode.com/problems/evaluate-division,,
array,amazon,Search a 2D Matrix,M 0.52,https://leetcode.com/problems/search-a-2d-matrix,https://www.youtube.com/watch?v=Ber2pi2C0j0,https://github.com/neetcode-gh/leetcode/blob/main/python/0074-search-a-2d-matrix.py
array,amazon,Set Matrix Zeroes,M 0.50,https://leetcode.com/problems/set-matrix-zeroes,https://www.youtube.com/watch?v=T41rL0L3Pnw,https://github.com/neetcode-gh/leetcode/blob/main/python/0073-set-matrix-zeroes.py
array,amazon,Minimum Path Sum,M 0.50,https://leetcode.com/problems/minimum-path-sum,https://www.youtube.com/watch?v=pGMsrvt0fpk,https://github.com/neetcode-gh/leetcode/blob/main/python/0064-minimum-path-sum.py
array,amazon,Subarray With Elements Greater Than Varying Threshold,H 0.50,https://leetcode.com/problems/subarray-with-elements-greater-than-varying-threshold,,
array,amazon,3Sum Closest,M 0.49,https://leetcode.com/problems/3sum-closest,,
array,amazon,House Robber II,M 0.49,https://leetcode.com/problems/house-robber-ii,https://www.youtube.com/watch?v=73r3KWiEvyk,https://github.com/neetcode-gh/leetcode/blob/main/python/0213-house-robber-ii.py
array,amazon,Exclusive Time of Functions,M 0.49,https://leetcode.com/problems/exclusive-time-of-functions,,
array,amazon,Target Sum,M 0.49,https://leetcode.com/problems/target-sum,https://www.youtube.com/watch?v=g0npyaQtAQM,https://github.com/neetcode-gh/leetcode/blob/main/python/0494-target-sum.py
array,amazon,Partition Equal Subset Sum,M 0.47,https://leetcode.com/problems/partition-equal-subset-sum,https://www.youtube.com/watch?v=IsvocB5BJhw,https://github.com/neetcode-gh/leetcode/blob/main/python/0416-partition-equal-subset-sum.py
array,amazon,Design Circular Queue,M 0.47,https://leetcode.com/problems/design-circular-queue,https://www.youtube.com/watch?v=aBbsfn863oA,https://github.com/neetcode-gh/leetcode/blob/main/python/0622-design-circular-queue.py
array,amazon,Maximal Square,M 0.47,https://leetcode.com/problems/maximal-square,https://www.youtube.com/watch?v=6X7Ha2PrDmM,https://github.com/neetcode-gh/leetcode/blob/main/python/0221-maximal-square.py
array,amazon,Sudoku Solver,H 0.45,https://leetcode.com/problems/sudoku-solver,,
array,amazon,Evaluate Reverse Polish Notation,M 0.43,https://leetcode.com/problems/evaluate-reverse-polish-notation,https://www.youtube.com/watch?v=iu0082c4HDE,https://github.com/neetcode-gh/leetcode/blob/main/python/0150-evaluate-reverse-polish-notation.py
array,amazon,Remove Duplicates from Sorted Array II,M 0.43,https://leetcode.com/problems/remove-duplicates-from-sorted-array-ii,https://www.youtube.com/watch?v=ycAq8iqh0TI,https://github.com/neetcode-gh/leetcode/blob/main/python/0080-remove-duplicates-from-sorted-array-ii.py
array,amazon,Maximum Width Ramp,M 0.43,https://leetcode.com/problems/maximum-width-ramp,,
array,amazon,Smallest Range Covering Elements from K Lists,H 0.41,https://leetcode.com/problems/smallest-range-covering-elements-from-k-lists,,
array,amazon,Single Element in a Sorted Array,M 0.41,https://leetcode.com/problems/single-element-in-a-sorted-array,https://www.youtube.com/watch?v=HGtqdzyUJ3k,https://github.com/neetcode-gh/leetcode/blob/main/python/0540-single-element-in-a-sorted-array.py
array,amazon,Analyze User Website Visit Pattern,M 0.41,https://leetcode.com/problems/analyze-user-website-visit-pattern,,
array,amazon,Top K Frequent Words,M 0.39,https://leetcode.com/problems/top-k-frequent-words,,
array,amazon,Minimum Cost For Tickets,M 0.37,https://leetcode.com/problems/minimum-cost-for-tickets,,
array,amazon,Frequency of the Most Frequent Element,M 0.37,https://leetcode.com/problems/frequency-of-the-most-frequent-element,https://www.youtube.com/watch?v=vgBrQ0NM5vE,https://github.com/neetcode-gh/leetcode/blob/main/python/1838-frequency-of-the-most-frequent-element.py
array,amazon,Shortest Bridge,M 0.37,https://leetcode.com/problems/shortest-bridge,,
array,amazon,Regions Cut By Slashes,M 0.37,https://leetcode.com/problems/regions-cut-by-slashes,,
array,amazon,Find the Duplicate Number,M 0.37,https://leetcode.com/problems/find-the-duplicate-number,https://www.youtube.com/watch?v=wjYnzkAhcNk,https://github.com/neetcode-gh/leetcode/blob/main/python/0287-find-the-duplicate-number.py
array,amazon,N-Queens,H 0.37,https://leetcode.com/problems/n-queens,https://www.youtube.com/watch?v=Ph95IHmRp5M,https://github.com/neetcode-gh/leetcode/blob/main/python/0051-n-queens.py
array,amazon,Unique Paths II,M 0.36,https://leetcode.com/problems/unique-paths-ii,https://www.youtube.com/watch?v=d3UOz7zdE4I,https://github.com/neetcode-gh/leetcode/blob/main/python/0063-unique-paths-ii.py
array,amazon,Two Sum II - Input Array Is Sorted,M 0.36,https://leetcode.com/problems/two-sum-ii-input-array-is-sorted,t,h
array,amazon,Russian Doll Envelopes,H 0.36,https://leetcode.com/problems/russian-doll-envelopes,,
array,amazon,Peak Index in a Mountain Array,M 0.36,https://leetcode.com/problems/peak-index-in-a-mountain-array,,
array,amazon,Insert Interval,M 0.36,https://leetcode.com/problems/insert-interval,https://www.youtube.com/watch?v=A8NUOmlwOlM,https://github.com/neetcode-gh/leetcode/blob/main/python/0057-insert-interval.py
array,amazon,H-Index,M 0.34,https://leetcode.com/problems/h-index,,
array,amazon,104 Minimum Time Difference,M 0.34,https://leetcode.com/problems/minimum-time-difference,,
array,amazon,Split Array Largest Sum,H 0.34,https://leetcode.com/problems/split-array-largest-sum,https://www.youtube.com/watch?v=YUF3_eBdzsk,https://github.com/neetcode-gh/leetcode/blob/main/python/0410-split-array-largest-sum.py
array,amazon,Minimum Size Subarray Sum,M 0.32,https://leetcode.com/problems/minimum-size-subarray-sum,https://www.youtube.com/watch?v=aYqYMIqZx5s,https://github.com/neetcode-gh/leetcode/blob/main/python/0209-minimum-size-subarray-sum.py
array,amazon,Guess the Word,H 0.32,https://leetcode.com/problems/guess-the-word,,
array,amazon,Kth Smallest Element in a Sorted Matrix,M 0.32,https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix,,
array,amazon,Meeting Scheduler,M 0.30,https://leetcode.com/problems/meeting-scheduler,,
array,amazon,Find All Duplicates in an Array,M 0.28,https://leetcode.com/problems/find-all-duplicates-in-an-array,,
array,amazon,Construct Binary Tree from Preorder and Inorder Traversal,M 0.28,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal,https://www.youtube.com/watch?v=ihj4IQGZ2zc,https://github.com/neetcode-gh/leetcode/blob/main/python/0105-construct-binary-tree-from-preorder-and-inorder-traversal.py
array,amazon,Partition Array Into Two Arrays to Minimize Sum Difference,H 0.28,https://leetcode.com/problems/partition-array-into-two-arrays-to-minimize-sum-difference,,
array,amazon,Next Greater Element II,M 0.28,https://leetcode.com/problems/next-greater-element-ii,,
array,amazon,Contiguous Array,M 0.28,https://leetcode.com/problems/contiguous-array,,
array,amazon,Reverse Pairs,H 0.28,https://leetcode.com/problems/reverse-pairs,,
array,amazon,Search a 2D Matrix II,M 0.26,https://leetcode.com/problems/search-a-2d-matrix-ii,,
array,amazon,Majority Element II,M 0.26,https://leetcode.com/problems/majority-element-ii,,
array,amazon,Remove Sub-Folders from the Filesystem,M 0.26,https://leetcode.com/problems/remove-sub-folders-from-the-filesystem,,
array,amazon,Coin Change II,M 0.24,https://leetcode.com/problems/coin-change-ii,t,h
array,amazon,Open the Lock,M 0.24,https://leetcode.com/problems/open-the-lock,https://www.youtube.com/watch?v=Pzg3bCDY87w,https://github.com/neetcode-gh/leetcode/blob/main/python/0752-open-the-lock.py
array,amazon,Word Subsets,M 0.24,https://leetcode.com/problems/word-subsets,,
array,amazon,Surrounded Regions,M 0.24,https://leetcode.com/problems/surrounded-regions,https://www.youtube.com/watch?v=9z2BunfoZ5Y,https://github.com/neetcode-gh/leetcode/blob/main/python/0130-surrounded-regions.py
array,amazon,Subsets II,M 0.22,https://leetcode.com/problems/subsets-ii,https://www.youtube.com/watch?v=Vn2v6ajA7U0,https://github.com/neetcode-gh/leetcode/blob/main/python/0090-subsets-ii.py
array,amazon,My Calendar I,M 0.22,https://leetcode.com/problems/my-calendar-i,,
array,amazon,Sort an Array,M 0.22,https://leetcode.com/problems/sort-an-array,https://www.youtube.com/watch?v=MsYZSinhuFo,https://github.com/neetcode-gh/leetcode/blob/main/python/0912-sort-an-array.py
array,amazon,Pacific Atlantic Water Flow,M 0.22,https://leetcode.com/problems/pacific-atlantic-water-flow,https://www.youtube.com/watch?v=s-VkcjHqkGI,https://github.com/neetcode-gh/leetcode/blob/main/python/0417-pacific-atlantic-water-flow.py
array,amazon,Subarray Product Less Than K,M 0.22,https://leetcode.com/problems/subarray-product-less-than-k,,
array,amazon,Triangle,M 0.22,https://leetcode.com/problems/triangle,https://www.youtube.com/watch?v=OM1MTokvxs4,https://github.com/neetcode-gh/leetcode/blob/main/python/0120-triangle.py
array,amazon,Best Time to Buy and Sell Stock III,H 0.21,https://leetcode.com/problems/best-time-to-buy-and-sell-stock-iii,,
array,amazon,Increasing Triplet Subsequence,M 0.21,https://leetcode.com/problems/increasing-triplet-subsequence,,
